strain	row_ID	col_ID	OD	limit_check	format_check	target_OD
receiver	E	1	0.7497999999999999	TRUE	TRUE	0.09876543209876543
receiver	E	2	0.6694	TRUE	TRUE	0.09876543209876543
receiver	E	3	0.7411	TRUE	TRUE	0.09876543209876543
receiver	E	4	0.7259	TRUE	TRUE	0.09876543209876543
receiver	E	5	0.7949999999999999	TRUE	TRUE	0.09876543209876543
receiver	E	6	0.05229999999999999	TRUE	TRUE	0.09876543209876543
receiver	E	7	0.060599999999999994	TRUE	TRUE	0.09876543209876543
receiver	E	8	0.08199999999999999	TRUE	TRUE	0.09876543209876543
receiver	E	9	0.0809	TRUE	TRUE	0.09876543209876543
receiver	E	10	0.0928	TRUE	TRUE	0.09876543209876543
receiver	E	11	0.814	TRUE	TRUE	0
receiver	E	12	0.7743	TRUE	TRUE	0
receiver	F	1	0.6062	TRUE	TRUE	0.06584362139917695
receiver	F	2	0.719	TRUE	TRUE	0.06584362139917695
receiver	F	3	0.758	TRUE	TRUE	0.06584362139917695
receiver	F	4	0.83	TRUE	TRUE	0.06584362139917695
receiver	F	5	0.7653	TRUE	TRUE	0.06584362139917695
receiver	F	6	0.0771	TRUE	TRUE	0.06584362139917695
receiver	F	7	0.0965	TRUE	TRUE	0.06584362139917695
receiver	F	8	0.0885	TRUE	TRUE	0.06584362139917695
receiver	F	9	0.0789	TRUE	TRUE	0.06584362139917695
receiver	F	10	0.09689999999999999	TRUE	TRUE	0.06584362139917695
receiver	F	11	0.9152	TRUE	TRUE	0
receiver	F	12	1.01	TRUE	TRUE	0
receiver	G	1	0.8333999999999999	TRUE	TRUE	0.0438957475994513
receiver	G	2	0.8989999999999999	TRUE	TRUE	0.0438957475994513
receiver	G	3	0.6417999999999999	TRUE	TRUE	0.0438957475994513
receiver	G	4	0.9114	TRUE	TRUE	0.0438957475994513
receiver	G	5	0.8688	TRUE	TRUE	0.0438957475994513
receiver	G	6	0.0801	TRUE	TRUE	0.0438957475994513
receiver	G	7	0.08959999999999999	TRUE	TRUE	0.0438957475994513
